38;0;6;22
42;0;8;32
52;0;7;30
74;0;9;44
78;0;6;14
90;0;2;38
92;0;4;38
98;0;0;30
100;0;7;20
102;0;8;46
109;0;5;101
116;0;9;24
124;0;1;54
128;0;7;14
144;0;3;108
152;0;0;26
159;0;2;20
171;0;5;40
196;0;6;84
200;0;9;52
205;0;5;16
213;0;4;37
216;0;1;60
219;0;3;57
222;0;0;52
224;0;8;32
233;0;2;24
251;0;4;18
254;0;1;26
273;0;5;48
278;0;7;28
280;0;8;38
286;0;9;30
298;0;0;58
311;0;3;44
313;0;4;18
323;0;2;36
332;0;9;14
342;0;6;60
344;0;7;30
352;0;1;26
355;0;5;56
368;0;0;46
379;0;4;48
390;0;9;26
393;0;3;40
404;0;6;28
406;0;7;28
420;0;1;32
435;0;5;26
439;0;2;88
442;0;9;18
450;0;0;64
452;0;6;34
460;0;8;112
463;0;3;24
481;0;4;48
490;0;7;62
503;0;2;32
511;0;5;30
522;0;1;30
536;0;0;16
540;0;7;34
545;0;4;34
554;0;3;20
560;0;9;60
567;0;2;18
571;0;5;40
573;0;8;48
588;0;0;34
613;0;4;42
624;0;7;56
628;0;1;88
634;0;9;32
641;0;2;36
646;0;0;38
650;0;3;72
665;0;8;34
678;0;5;58
681;0;6;213
686;0;1;36
693;0;4;28
710;0;7;72
721;0;6;16
723;0;8;30
730;0;9;68
733;0;2;74
746;0;5;38
754;0;0;58
764;0;7;14
770;0;1;72
775;0;4;32
782;0;3;106
796;0;0;30
798;0;9;46
804;0;5;34
809;0;6;36
829;0;8;52
832;0;7;12
837;0;2;74
841;0;4;44
857;0;1;71
868;0;0;28
870;0;3;52
880;0;5;46
882;0;7;32
892;0;9;56
895;0;8;38
899;0;2;16
910;0;5;16
915;0;1;38
921;0;4;30
937;0;6;76
953;0;1;16
961;0;0;59
975;0;8;52
982;0;7;50
989;0;1;18
992;0;9;80
996;0;5;12
1005;0;4;54
1009;0;2;28
1011;0;6;50
1030;0;3;76
1033;0;1;28
1043;0;7;26
1049;0;0;22
1053;0;6;22
1057;0;8;38
1068;0;5;12
1089;0;4;10
1097;0;2;48
1109;0;1;44
1117;0;6;12
1124;0;9;40
1133;0;8;64
1141;0;4;38
1148;0;5;60
1163;0;0;30
1177;0;8;26
1181;0;6;24
1189;0;1;40
1207;0;2;52
1212;0;3;114
1214;0;5;26
1217;0;0;36
1240;0;7;20
1249;0;4;34
1255;0;1;54
1260;0;9;94
1265;0;2;42
1284;0;3;38
1293;0;0;32
1302;0;7;12
1305;0;4;30
1311;0;1;16
1317;0;6;110
1322;0;5;52
1338;0;9;54
1357;0;8;30
1362;0;3;30
1367;0;0;56
1378;0;9;16
1381;0;4;56
1389;0;6;40
1401;0;1;12
1406;0;3;32
1417;0;2;98
1420;0;7;78
1436;0;5;58
1445;0;0;64
1452;0;9;56
1457;0;6;36
1461;0;2;12
1463;0;8;72
1469;0;4;26
1483;0;0;16
1497;0;1;78
1501;0;6;32
1505;0;8;14
1508;0;5;24
1526;0;7;24
1534;0;9;60
1541;0;0;32
1543;0;1;18
1549;0;2;60
1553;0;4;42
1556;0;5;22
1560;0;3;46
1585;0;6;18
1598;0;7;42
1605;0;4;24
1613;0;0;28
1618;0;5;30
1623;0;2;44
1634;0;3;60
1637;0;8;94
1641;0;6;28
1657;0;9;95
1674;0;5;26
1683;0;6;24
1687;0;2;36
1693;0;4;70
1700;0;8;21
1708;0;7;24
1713;0;0;78
1721;0;9;16
1736;0;5;44
1743;0;1;104
1747;0;6;48
1756;0;3;44
1758;0;8;38
1762;0;7;30
1777;0;2;48
1784;0;5;22
1791;0;1;16
1797;0;9;38
1809;0;6;38
1822;0;3;34
1828;0;7;30
1833;0;2;24
1837;0;4;70
1842;0;8;38
1851;0;0;106
1855;0;6;20
1865;0;9;42
1872;0;3;14
1885;0;2;38
1893;0;1;50
1896;0;5;30
1912;0;8;36
1924;0;3;16
1935;0;0;36
1937;0;1;16
1949;0;6;26
1970;0;3;30
1972;0;7;28
1975;0;2;28
1981;0;0;16
1991;0;6;12
1997;0;9;26
2003;0;4;28
2020;0;5;34
2033;0;1;74
2040;0;7;50
2051;0;6;26
2054;0;8;62
2061;0;9;30
2080;0;3;60
2083;0;2;74
2094;0;5;56
2097;0;0;34
2100;0;7;30
2107;0;1;58
2117;0;9;26
2123;0;4;44
2126;0;5;16
2132;0;3;32
2151;0;2;20
2154;0;8;40
2165;0;4;24
2171;0;9;24
2179;0;6;60
2185;0;1;28
2204;0;7;42
2208;0;3;58
2211;0;2;34
2213;0;9;22
2221;0;4;42
2228;0;8;56
2247;0;1;50
2253;0;6;20
2262;0;5;94
2271;0;2;16
2277;0;0;124
2281;0;4;34
2312;0;8;34
2317;0;9;78
2331;0;1;66
2333;0;2;44
2335;0;6;62
2346;0;3;102
2353;0;9;22
2360;0;7;34
2365;0;2;18
2387;0;0;94
2389;0;1;28
2393;0;4;98
2395;0;6;20
2408;0;3;22
2410;0;5;72
2420;0;8;28
2423;0;2;34
2439;0;7;23
2443;0;1;22
2453;0;6;30
2459;0;9;48
2463;0;4;22
2468;0;5;36
2485;0;0;36
2489;0;1;28
2506;0;3;26
2515;0;7;22
2525;0;2;54
2533;0;6;18
2539;0;4;42
2542;0;5;32
2547;0;9;70
2566;0;3;18
2569;0;0;44
2577;0;7;14
2582;0;8;40
2591;0;0;12
2593;0;6;22
2597;0;2;58
2601;0;4;20
2609;0;9;44
2619;0;1;88
2637;0;7;30
2643;0;9;18
2649;0;4;14
2656;0;5;80
2661;0;2;32
2665;0;3;24
2669;0;0;36
2679;0;7;28
2682;0;6;36
2694;0;8;38
2701;0;1;22
2703;0;2;22
2726;0;5;42
2741;0;9;80
2747;0;3;56
2755;0;7;26
2773;0;2;24
2781;0;0;24
2785;0;4;88
2798;0;8;56
2801;0;6;22
2805;0;1;88
2819;0;9;46
2827;0;0;32
2837;0;4;22
2846;0;5;80
2855;0;6;20
2859;0;3;62
2871;0;2;82
2873;0;7;14
2877;0;9;38
2884;0;8;62
2890;0;5;22
2899;0;1;54
2901;0;4;28
2923;0;6;16
2929;0;7;14
2937;0;2;26
2946;0;0;44
2949;0;3;24
2968;0;8;40
2975;0;2;12
2983;0;1;46
2985;0;4;30
2996;0;5;76
2999;0;7;30
3007;0;3;28
3023;0;1;20
3031;0;9;74
3043;0;2;50
3046;0;6;28
3053;0;0;44
3059;0;3;30
3063;0;1;26
3066;0;5;20
3072;0;8;24
3078;0;7;63
3093;0;1;12
3105;0;9;34
3115;0;2;22
3118;0;6;14
3130;0;8;16
3137;0;4;98
3147;0;0;36
3153;0;3;26
3162;0;5;74
3167;0;1;30
3173;0;2;34
3186;0;6;36
3188;0;7;90
3199;0;0;40
3205;0;3;22
3215;0;4;30
3218;0;9;24
3225;0;1;22
3254;0;5;38
3257;0;8;93
3261;0;3;32
3270;0;7;60
3274;0;9;16
3281;0;2;12
3289;0;4;44
3301;0;1;40
3308;0;5;14
3313;0;0;48
3319;0;8;28
3332;0;7;34
3334;0;9;46
3341;0;3;32
3347;0;2;24
3354;0;6;116
3359;0;4;54
3367;0;1;50
3375;0;8;32
3385;0;0;32
3399;0;2;16
3402;0;6;32
3405;0;8;18
3412;0;5;54
3415;0;3;18
3429;0;4;36
3438;0;9;66
3447;0;1;36
3455;0;8;28
3463;0;4;18
3475;0;0;42
3478;0;6;48
3480;0;7;56
3497;0;1;36
3501;0;3;38
3504;0;5;30
3511;0;4;28
3516;0;9;16
3521;0;8;18
3548;0;7;26
3555;0;0;20
3561;0;8;10
3566;0;9;28
3570;0;2;43
3577;0;3;32
3582;0;6;88
3585;0;4;26
3617;0;1;48
3623;0;8;24
3626;0;7;42
3630;0;9;22
3644;0;2;32
3648;0;5;14
3652;0;6;26
3657;0;3;64
3659;0;4;40
3678;0;9;28
3685;0;0;70
3687;0;1;26
3697;0;3;22
3717;0;1;18
3731;0;8;66
3734;0;5;18
3756;0;7;62
3759;0;6;89
3777;0;0;58
3781;0;3;58
3783;0;8;20
3787;0;9;58
3792;0;2;114
3797;0;1;58
3800;0;7;20
3808;0;0;14
3821;0;6;36
3833;0;3;28
3836;0;2;24
3838;0;5;88
3841;0;1;14
3843;0;4;156
3848;0;0;29
3851;0;8;16
3876;0;2;24
3896;0;7;80
3899;0;8;18
3912;0;0;42
3917;0;4;42
3928;0;5;44
3933;0;1;74
3937;0;9;32
3943;0;6;94
3946;0;2;36
3952;0;7;38
3963;0;8;36
3987;0;1;38
3995;0;3;74
3997;0;4;22
4008;0;5;18
4014;0;7;44
4020;0;0;78
4037;0;6;36
4050;0;5;18
4053;0;3;44
4060;0;0;12
4066;0;7;14
4069;0;1;26
4076;0;9;99
4082;0;2;94
4087;0;8;42
4091;0;4;66
4102;0;0;16
4120;0;5;20
4129;0;6;62
4131;0;7;50
4137;0;1;48
4143;0;4;38
4146;0;0;18
4154;0;9;38
4165;0;8;56
4169;0;3;98
4172;0;5;30
4176;0;2;46
4187;0;6;36
4197;0;7;38
4200;0;0;36
4204;0;5;16
4223;0;4;50
4233;0;8;58
4240;0;2;32
4251;0;6;46
