0.1;0.1;0.1;0.1;0.19697196786440513;0.1;2.0826522356650745;0.1;0.1;0.1;0.1;0.0
0.1;0.1;0.1;0.287933581838415;0.43615568049293596;0.1;0.9328375559750395;0.1;0.1;0.1;0.1;0.0
0.1;0.1;0.0;0.5679716516991137;1.0036642714990731;0.69824793735341;0.8058635491456704;0.1;0.1;0.1;0.1;0.0
0.1;0.1;0.1;0.4642189795715237;0.5297363777364721;0.1;0.1;0.1;0.1;0.1;0.1;0.0
0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0
0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.0
0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.0
0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.0
0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.0
0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.0
0.1;0.1;0.1;0.1;0.0;0.1;0.1;0.1;0.1;0.1;0.1;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
